,0
983,1001
984,1001
985,1001
986,1001
987,1001
988,1001
989,1001
990,1001
991,1001
992,1001
993,1001
994,1001
995,1001
996,1001
997,1001
998,1001
999,1001
1000,1001
1001,1001
1002,1
1003,1
1004,1
1005,1
1006,1
1007,1
1008,1
1009,1
1010,1
1011,1
1012,1
1013,1
1014,1
1015,1
1016,1
1017,1
1018,1
1019,1
1020,1
1021,1
1022,1
1023,1
1024,1
1025,1
1026,1
1027,1
1028,1
1029,1
1030,1
1031,1
1032,1
1033,1
1034,1
1035,1
1036,1
1037,1
1038,1
1039,1
1040,1
1041,1
1042,1
1043,1
1044,1
1045,1
1046,1
1047,1
1048,1
1049,1
1050,1
1051,1
1052,1
1053,1
1054,1
1055,1
1056,1
1057,1
1058,1
1059,1
1060,1
1061,1
1062,1
1063,1
1064,1
1065,1
1066,1
1067,1
1068,1
1069,1
1070,1
1071,1
1072,1
1073,1
1074,1
1075,1
1076,1
1077,1
1078,1
1079,1
1080,1
1081,1
1082,1
1083,1
1084,1
1085,1
1086,1
1087,1
1088,1
1089,1
1090,1
1091,1
1092,1
1093,1
1094,1
1095,1
1096,1
1097,1
1098,1
1099,1
1100,1
1101,1
1102,10001
1103,10001
1104,10001
1105,10001
1106,10001
1107,10001
1108,10001
1109,10001
1110,10001
1111,10001
1112,10001
1113,10001
1114,10001
1115,10001
1116,10001
1117,10001
1118,10001
1119,10001
1120,10001
1121,10001
1122,10001
1123,10001
1124,10001
1125,10001
1126,10001
1127,10001
1128,10001
1129,10001
1130,10001
1131,10001
1132,10001
1133,10001
1134,10001
1135,10001
1136,10001
1137,10001
1138,10001
1139,10001
1140,10001
1141,10001
1142,10001
1143,10001
1144,10001
1145,10001
1146,10001
1147,10001
1148,10001
1149,10001
1150,10001
1151,10001
1152,10001
1153,10001
1154,10001
1155,10001
1156,10001
1157,10001
1158,10001
1159,10001
1160,10001
1161,10001
1162,10001
1163,10001
1164,10001
1165,10001
1166,10001
1167,10001
1168,10001
1169,10001
1170,10001
1171,10001
1172,10001
1173,10001
1174,10001
1175,10001
1176,10001
1177,10001
1178,10001
1179,10001
1180,10001
1181,10001
1182,10001
1183,10001
1184,10001
1185,10001
1186,10001
1187,10001
1188,10001
1189,10001
1190,10001
1191,10001
1192,10001
1193,10001
1194,10001
1195,10001
1196,10001
1197,10001
1198,10001
1199,10001
1200,10001
1201,10001
1202,100001
1203,100001
1204,100001
1205,100001
1206,100001
1207,100001
1208,100001
1209,100001
1210,100001
1211,100001
1212,100001
1213,100001
1214,100001
1215,100001
1216,100001
1217,100001
1218,100001
1219,100001
1220,100001
1221,100001
1222,100001
1223,100001
1224,100001
1225,100001
1226,100001
1227,100001
1228,100001
1229,100001
1230,100001
1231,100001
1232,100001
1233,100001
1234,100001
1235,100001
1236,100001
1237,100001
1238,100001
1239,100001
1240,100001
1241,100001
1242,100001
1243,100001
1244,100001
1245,100001
1246,100001
1247,100001
1248,100001
1249,100001
1250,100001
1251,100001
1252,100001
1253,100001
1254,100001
1255,100001
1256,100001
1257,100001
1258,100001
1259,100001
1260,100001
1261,100001
1262,100001
1263,100001
1264,100001
1265,100001
1266,100001
1267,100001
1268,100001
1269,100001
1270,100001
1271,100001
1272,100001
1273,100001
1274,100001
1275,100001
1276,100001
1277,100001
1278,100001
1279,100001
1280,100001
1281,100001
1282,100001
1283,100001
1284,100001
1285,100001
1286,100001
1287,100001
1288,100001
1289,100001
1290,100001
1291,100001
1292,100001
1293,100001
1294,100001
1295,100001
1296,100001
1297,100001
1298,100001
1299,100001
1300,100001
1301,100001
1302,110
1303,110
1304,110
1305,110
1306,110
1307,110
1308,110
1309,110
1310,110
1311,110
1312,110
1313,110
1314,110
1315,110
1316,110
1317,110
1318,110
1319,110
1320,110
1321,110
1322,110
1323,110
1324,110
1325,110
1326,110
1327,110
1328,110
1329,110
1330,110
1331,110
1332,110
1333,110
1334,110
1335,110
1336,110
1337,110
1338,110
1339,110
1340,110
1341,110
1342,110
1343,110
1344,110
1345,110
1346,110
1347,110
1348,110
1349,110
1350,110
1351,110
1352,110
1353,110
1354,110
1355,110
1356,110
1357,110
1358,110
1359,110
1360,110
1361,110
1362,110
1363,110
1364,110
1365,110
1366,110
1367,110
1368,110
1369,110
1370,110
1371,110
1372,110
1373,110
1374,110
1375,110
1376,110
1377,110
1378,110
1379,110
1380,110
1381,110
1382,110
1383,110
1384,110
1385,110
1386,110
1387,110
1388,110
1389,110
1390,110
1391,110
1392,110
1393,110
1394,110
1395,110
1396,110
1397,110
1398,110
1399,110
1400,110
1401,110
1402,1010
1403,1010
1404,1010
1405,1010
1406,1010
1407,1010
1408,1010
1409,1010
1410,1010
1411,1010
1412,1010
1413,1010
1414,1010
1415,1010
1416,1010
1417,1010
1418,1010
1419,1010
1420,1010
1421,1010
1422,1010
1423,1010
1424,1010
1425,1010
1426,1010
1427,1010
1428,1010
1429,1010
1430,1010
1431,1010
1432,1010
1433,1010
1434,1010
1435,1010
1436,1010
1437,1010
1438,1010
1439,1010
1440,1010
1441,1010
1442,1010
1443,1010
1444,1010
1445,1010
1446,1010
1447,1010
1448,1010
1449,1010
1450,1010
1451,1010
1452,1010
1453,1010
1454,1010
1455,1010
1456,1010
1457,1010
1458,1010
1459,1010
1460,1010
1461,1010
1462,1010
1463,1010
1464,1010
1465,1010
1466,1010
1467,1010
1468,1010
1469,1010
1470,1000
1471,1010
1472,1010
1473,1010
1474,1010
1475,1010
1476,1010
1477,1010
1478,1010
1479,1010
1480,1010
1481,1010
1482,1010
1483,1010
1484,1010
1485,10
1486,1010
1487,1010
1488,1010
1489,1010
1490,1010
1491,1000
1492,1010
1493,1010
1494,1010
1495,1010
1496,1010
1497,1010
1498,1010
1499,1010
1500,1010
1501,1010
1502,10
1503,10
1504,10
1505,10
1506,10
1507,10
1508,10
1509,10
1510,10
1511,10
1512,10
1513,10
1514,10
1515,10
1516,10
1517,10
1518,10
1519,10
1520,10
1521,10
1522,10
1523,10
1524,10
1525,10
1526,10
1527,10
1528,10
1529,10
1530,10
1531,10
1532,10
1533,10
1534,10
1535,10
1536,10
1537,10
1538,10
1539,10
1540,10
1541,10
1542,10
1543,10
1544,10
1545,10
1546,10
1547,10
1548,10
1549,10
1550,10
1551,10
1552,10
1553,10
1554,10
1555,10
1556,10
1557,10
1558,10
1559,10
1560,10
1561,10
1562,10
1563,10
1564,10
1565,10
1566,10
1567,10
1568,10
1569,10
1570,10
1571,10
1572,10
1573,10
1574,10
1575,10
1576,10
1577,10
1578,10
1579,10
1580,10
1581,10
1582,10
1583,10
1584,10
1585,10
1586,10
1587,10
1588,10
1589,10
1590,10
1591,10
1592,10
1593,10
1594,10
1595,10
1596,10
1597,10
1598,10
1599,0
1600,10
1601,10
1602,10010
1603,10010
1604,10010
1605,10010
1606,10010
1607,10010
1608,10010
1609,10010
1610,10010
1611,10010
1612,10010
1613,10010
1614,10010
1615,10010
1616,10010
1617,10010
1618,10010
1619,10010
1620,10010
1621,10000
1622,10010
1623,10010
1624,10010
1625,10010
1626,10010
1627,10010
1628,10010
1629,10010
1630,10010
1631,10010
1632,10010
1633,10010
1634,10010
1635,10010
1636,10010
1637,10010
1638,10010
1639,10010
1640,10010
1641,10010
1642,10010
1643,10010
1644,10010
1645,10010
1646,10010
1647,10010
1648,10010
1649,10010
1650,10010
1651,10010
1652,10010
1653,10010
1654,10010
1655,10010
1656,10010
1657,10010
1658,10010
1659,10010
1660,10010
1661,10010
1662,10010
1663,10010
1664,10010
1665,10010
1666,10010
1667,10010
1668,10010
1669,10010
1670,10010
1671,10010
1672,10010
1673,10010
1674,10010
1675,10010
1676,10010
1677,10010
1678,10010
1679,10010
1680,10010
1681,10010
1682,10010
1683,10010
1684,10010
1685,10010
1686,10010
1687,10010
1688,10010
1689,10010
1690,10010
1691,10010
1692,10010
1693,10010
1694,10010
1695,10010
1696,10010
1697,10010
1698,10010
1699,10010
1700,10010
1701,10010
1702,100010
1703,100010
1704,100010
1705,100010
1706,100010
1707,100010
1708,100010
1709,100010
1710,100010
1711,100010
1712,100010
1713,100010
1714,100000
1715,100010
1716,100010
1717,100010
1718,100010
1719,100010
1720,100010
1721,100010
1722,100010
1723,100010
1724,100010
1725,100010
1726,100010
1727,100010
1728,100010
1729,100010
1730,100010
1731,100010
1732,100010
1733,100010
1734,100010
1735,100010
1736,100010
1737,100010
1738,100010
1739,100010
1740,100010
1741,100010
1742,100010
1743,100010
1744,100010
1745,100010
1746,100010
1747,100010
1748,100010
1749,100010
1750,100000
1751,100010
1752,100010
1753,100010
1754,100010
1755,100010
1756,100010
1757,100010
1758,100010
1759,100010
1760,100010
1761,100010
1762,100010
1763,100010
1764,100010
1765,100010
1766,100010
1767,100010
1768,100010
1769,100010
1770,100010
1771,100010
1772,100010
1773,100010
1774,100010
1775,100010
1776,100010
1777,100010
1778,100010
1779,100010
1780,100010
1781,100010
1782,100010
1783,100010
1784,100010
1785,100010
1786,100010
1787,100010
1788,100010
1789,100010
1790,100010
1791,100010
1792,100010
1793,100010
1794,100010
1795,100010
1796,100010
1797,100010
1798,100010
1799,100010
1800,100010
1801,100010
1802,1100
1803,1100
1804,1100
1805,1100
1806,1100
1807,1100
1808,1100
1809,1100
1810,1100
1811,1100
1812,1100
1813,1100
1814,1100
1815,1100
1816,1100
1817,1100
1818,1100
1819,1100
1820,1100
1821,1100
1822,1100
1823,1100
1824,1100
1825,1100
1826,1100
1827,1100
1828,1100
1829,1100
1830,1100
1831,1100
1832,1100
1833,1100
1834,1100
1835,1100
1836,1100
1837,1100
1838,1100
1839,1100
1840,1100
1841,1100
1842,1100
1843,1100
1844,1100
1845,1100
1846,1100
1847,1100
1848,1100
1849,1100
1850,1100
1851,1100
1852,1100
1853,1100
1854,1100
1855,1100
1856,1100
1857,1100
1858,1100
1859,1100
1860,1100
1861,1100
1862,1100
1863,1100
1864,1100
1865,1100
1866,1100
1867,1100
1868,1100
1869,1100
1870,1100
1871,1100
1872,1100
1873,1100
1874,1100
1875,1100
1876,1100
1877,1100
1878,1100
1879,1100
1880,1100
1881,1100
1882,1100
1883,1100
1884,1100
1885,1100
1886,1100
1887,1100
1888,1100
1889,1100
1890,1100
1891,1100
1892,1100
1893,1100
1894,1100
1895,1100
1896,1100
1897,1100
1898,1100
1899,100
1900,1100
1901,1100
1902,100
1903,100
1904,100
1905,100
1906,100
1907,100
1908,100
1909,100
1910,100
1911,100
1912,100
1913,100
1914,100
1915,100
1916,100
1917,100
1918,100
1919,100
1920,100
1921,100
1922,100
1923,100
1924,100
1925,100
1926,100
1927,100
1928,100
1929,100
1930,100
1931,100
1932,100
1933,100
1934,100
1935,100
1936,100
1937,100
1938,100
1939,100
1940,0
1941,100
1942,100
1943,100
1944,100
1945,100
1946,100
1947,100
1948,100
1949,100
1950,100
1951,100
1952,100
1953,100
1954,100
1955,100
1956,100
1957,100
1958,100
1959,100
1960,100
1961,100
1962,100
1963,100
1964,100
1965,100
1966,100
1967,100
1968,100
1969,100
1970,100
1971,100
1972,100
1973,100
1974,100
1975,100
1976,100
1977,100
1978,100
1979,100
1980,100
1981,100
1982,100
1983,100
1984,100
1985,100
1986,100
1987,100
1988,100
1989,100
1990,100
1991,100
1992,100
1993,100
1994,100
1995,100
1996,100
1997,100
1998,100
1999,100
2000,100
2001,100
2002,10100
2003,10100
2004,10100
2005,10100
2006,10100
2007,10100
2008,10100
2009,10100
2010,10100
2011,10100
2012,10100
2013,10100
2014,10100
2015,10100
2016,10100
2017,10100
2018,10100
2019,10100
2020,10100
2021,10100
2022,10100
2023,10100
2024,10100
2025,10100
2026,10100
2027,10100
2028,10100
2029,10100
2030,10100
2031,10100
2032,10100
2033,10100
2034,10100
2035,10100
2036,10100
2037,10100
2038,10100
2039,10100
2040,10100
2041,10100
2042,10100
2043,10100
2044,10100
2045,10100
2046,10100
2047,10100
2048,10000
2049,10100
2050,10100
2051,10100
2052,10100
2053,10100
2054,10100
2055,10100
2056,10100
2057,10100
2058,10100
2059,10100
2060,10100
2061,10100
2062,10100
2063,10100
2064,10100
2065,10100
2066,10100
2067,10100
2068,10100
2069,10100
2070,10100
2071,10100
2072,10100
2073,10100
2074,10100
2075,10100
2076,10100
2077,10100
2078,10100
2079,10100
2080,10100
2081,10100
2082,10100
2083,10100
2084,10100
2085,10100
2086,10100
2087,10100
2088,10100
2089,10100
2090,10100
2091,10100
2092,10100
2093,10100
2094,10100
2095,10100
2096,10100
2097,10100
2098,10100
2099,10100
2100,10100
2101,10100
2102,100100
2103,100100
2104,100100
2105,100100
2106,100100
2107,100100
2108,100100
2109,100100
2110,100100
2111,100100
2112,100100
2113,100100
2114,100100
2115,100100
2116,100100
2117,100100
2118,100100
2119,100100
2120,100100
2121,100100
2122,100100
2123,100100
2124,100100
2125,100100
2126,100100
2127,100100
2128,100100
2129,100100
2130,100100
2131,100100
2132,100100
2133,100100
2134,100100
2135,100100
2136,100100
2137,100100
2138,100100
2139,100100
2140,100
2141,100100
2142,100100
2143,100100
2144,100100
2145,100100
2146,100100
2147,100100
2148,100100
2149,100100
2150,100100
2151,100100
2152,100100
2153,100100
2154,100100
2155,100100
2156,100100
2157,100100
2158,100100
2159,100100
2160,100100
2161,100100
2162,100100
2163,100100
2164,100100
2165,100100
2166,100100
2167,100100
2168,100100
2169,100100
2170,100100
2171,100100
2172,100100
2173,100100
2174,100100
2175,100100
2176,100100
2177,100100
2178,100100
2179,100100
2180,100100
2181,100100
2182,100100
2183,100100
2184,100100
2185,100100
2186,100100
2187,100100
2188,100100
2189,100100
2190,100100
2191,100100
2192,100100
2193,100100
2194,100100
2195,100100
2196,100100
2197,100100
2198,100100
2199,100100
2200,100100
2201,100100
2202,1000
2203,1000
2204,1000
2205,1000
2206,1000
2207,0
2208,1000
2209,1000
2210,1000
2211,1000
2212,1000
2213,1000
2214,1000
2215,1000
2216,1000
2217,1000
2218,1000
2219,1000
2220,1000
2221,1000
2222,1000
2223,1000
2224,1000
2225,1000
2226,1000
2227,1000
2228,1000
2229,1000
2230,1000
2231,1000
2232,1000
2233,1000
2234,1000
2235,1000
2236,1000
2237,1000
2238,1000
2239,1000
2240,1000
2241,1000
2242,1000
2243,1000
2244,1000
2245,1000
2246,1000
2247,1000
2248,1000
2249,1000
2250,1000
2251,1000
2252,1000
2253,1000
2254,1000
2255,1000
2256,1000
2257,1000
2258,1000
2259,1000
2260,1000
2261,1000
2262,1000
2263,1000
2264,1000
2265,1000
2266,1000
2267,1000
2268,1000
2269,1000
2270,1000
2271,1000
2272,1000
2273,1000
2274,1000
2275,1000
2276,1000
2277,1000
2278,1000
2279,1000
2280,1000
2281,1000
2282,1000
2283,1000
2284,1000
2285,1000
2286,1000
2287,1000
2288,1000
2289,1000
2290,1000
2291,1000
2292,1000
2293,1000
2294,1000
2295,1000
2296,1000
2297,1000
2298,1000
2299,1000
2300,1000
2301,1000
2302,11000
2303,11000
2304,11000
2305,11000
2306,11000
2307,11000
2308,11000
2309,11000
2310,11000
2311,11000
2312,11000
2313,11000
2314,11000
2315,11000
2316,11000
2317,11000
2318,11000
2319,11000
2320,11000
2321,11000
2322,11000
2323,11000
2324,11000
2325,11000
2326,11000
2327,11000
2328,11000
2329,11000
2330,11000
2331,11000
2332,11000
2333,11000
2334,11000
2335,11000
2336,11000
2337,11000
2338,11000
2339,11000
2340,11000
2341,11000
2342,11000
2343,11000
2344,11000
2345,11000
2346,11000
2347,11000
2348,11000
2349,11000
2350,11000
2351,11000
2352,11000
2353,11000
2354,11000
2355,11000
2356,11000
2357,11000
2358,11000
2359,11000
2360,11000
2361,11000
2362,11000
2363,11000
2364,11000
2365,11000
2366,11000
2367,11000
2368,11000
2369,11000
2370,11000
2371,11000
2372,11000
2373,11000
2374,11000
2375,11000
2376,11000
2377,11000
2378,11000
2379,11000
2380,11000
2381,11000
2382,11000
2383,11000
2384,11000
2385,11000
2386,11000
2387,11000
2388,11000
2389,11000
2390,11000
2391,11000
2392,11000
2393,11000
2394,11000
2395,11000
2396,11000
2397,11000
2398,11000
2399,11000
2400,11000
2401,11000
2402,101000
2403,101000
2404,101000
2405,101000
2406,101000
2407,101000
2408,101000
2409,101000
2410,101000
2411,101000
2412,101000
2413,101000
2414,101000
2415,101000
2416,101000
2417,101000
2418,101000
2419,101000
2420,101000
2421,101000
2422,101000
2423,101000
2424,101000
2425,101000
2426,101000
2427,101000
2428,101000
2429,101000
2430,101000
2431,101000
2432,101000
2433,1000
2434,101000
2435,101000
2436,101000
2437,101000
2438,101000
2439,101000
2440,101000
2441,101000
2442,101000
2443,101000
2444,101000
2445,101000
2446,101000
2447,101000
2448,101000
2449,101000
2450,101000
2451,101000
2452,101000
2453,101000
2454,101000
2455,101000
2456,101000
2457,101000
2458,101000
2459,101000
2460,101000
2461,101000
2462,101000
2463,101000
2464,101000
2465,101000
2466,101000
2467,101000
2468,101000
2469,101000
2470,101000
2471,101000
2472,101000
2473,101000
2474,101000
2475,101000
2476,101000
2477,101000
2478,101000
2479,101000
2480,101000
2481,101000
2482,101000
2483,101000
2484,101000
2485,101000
2486,101000
2487,101000
2488,101000
2489,101000
2490,101000
2491,101000
2492,101000
2493,101000
2494,101000
2495,101000
2496,101000
2497,101000
2498,101000
2499,101000
2500,101000
2501,101000
2502,10000
2503,10000
2504,10000
2505,10000
2506,10000
2507,10000
2508,10000
2509,10000
2510,10000
2511,10000
2512,10000
2513,10000
2514,10000
2515,10000
2516,0
2517,10000
2518,10000
2519,10000
2520,10000
2521,10000
2522,10000
2523,10000
2524,10000
2525,10000
2526,10000
2527,10000
2528,10000
2529,10000
2530,10000
2531,10000
2532,10000
2533,10000
2534,10000
2535,10000
2536,10000
2537,10000
2538,10000
2539,10000
2540,10000
2541,10000
2542,10000
2543,10000
2544,10000
2545,10000
2546,10000
2547,10000
2548,10000
2549,10000
2550,10000
2551,10000
2552,10000
2553,10000
2554,10000
2555,10000
2556,10000
2557,10000
2558,10000
2559,10000
2560,10000
2561,10000
2562,10000
2563,10000
2564,10000
2565,10000
2566,10000
2567,10000
2568,10000
2569,10000
2570,10000
2571,10000
2572,10000
2573,10000
2574,10000
2575,10000
2576,10000
2577,10000
2578,10000
2579,10000
2580,10000
2581,10000
2582,10000
2583,10000
2584,10000
2585,10000
2586,10000
2587,10000
2588,10000
2589,10000
2590,10000
2591,10000
2592,10000
2593,10000
2594,10000
2595,10000
2596,10000
2597,10000
2598,10000
2599,10000
2600,10000
2601,10000
2602,100000
2603,100000
2604,100000
2605,100000
2606,100000
2607,100000
2608,100000
2609,100000
2610,100000
2611,100000
2612,100000
2613,100000
2614,100000
2615,100000
2616,100000
2617,100000
2618,100000
2619,100000
2620,100000
2621,100000
2622,100000
2623,100000
2624,100000
2625,100000
2626,100000
2627,100000
2628,100000
2629,100000
2630,100000
2631,100000
2632,100000
2633,100000
2634,100000
2635,100000
2636,100000
2637,100000
2638,100000
2639,100000
2640,100000
2641,100000
2642,100000
2643,100000
2644,100000
2645,100000
2646,100000
2647,100000
2648,100000
2649,100000
2650,100000
2651,100000
2652,100000
2653,100000
2654,100000
2655,100000
2656,100000
2657,100000
2658,100000
2659,100000
2660,100000
2661,100000
2662,100000
2663,100000
2664,100000
2665,100000
2666,100000
